Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,23.8
Symptoms of Depressive Disorder,By State,Maine,Maine,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,20.1
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,22.6
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,16.5
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,18.2
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,15.8
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.5
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,20.9
Symptoms of Depressive Disorder,By State,Montana,Montana,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,16.2
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,18.6
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,25.2
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,13.2
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,20.3
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,27.5
Symptoms of Depressive Disorder,By State,New York,New York,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,20
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,18.7
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,19.3
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,20.6
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,27.3
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,20.8
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,19.7
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,19.9
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,21.8
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,15.6
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,21.6
Symptoms of Depressive Disorder,By State,Texas,Texas,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,23.7
Symptoms of Depressive Disorder,By State,Utah,Utah,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,20.7
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,16.5
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,20.6
Symptoms of Depressive Disorder,By State,Washington,Washington,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,21.3
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,21.3
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,15.1
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,20.9
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,38.6
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,32.3
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,29.6
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,24.9
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,18.9
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,13.1
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,7.6
Symptoms of Anxiety Disorder,By Sex,United States,Male,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,23.2
Symptoms of Anxiety Disorder,By Sex,United States,Female,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28.8
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,24.6
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,27.1
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,19.2
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,39.7
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,24.4
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,27.1
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,27.2
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28.4
Symptoms of Anxiety Disorder,By State,California,California,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,27.2
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,23.9
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28.1
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,26.4
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,22.4
Symptoms of Anxiety Disorder,By State,Florida,Florida,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.7
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,24.8
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,22.2
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,26.1
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,22.5
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,24.3
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28.7
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,19.9
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,30.1
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.7
Symptoms of Anxiety Disorder,By State,Maine,Maine,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,24.6
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,26.9
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,22.4
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,24.1
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,22.5
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.7
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28.9
Symptoms of Anxiety Disorder,By State,Montana,Montana,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,24
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,21.8
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,30.1
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,19.1
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,26.9
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.2
Symptoms of Anxiety Disorder,By State,New York,New York,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,25.4
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,22.8
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,24.1
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,25.4
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,35.7
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,25.1
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,24.9
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28.1
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,25
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,17.3
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,26.8
Symptoms of Anxiety Disorder,By State,Texas,Texas,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,26.1
Symptoms of Anxiety Disorder,By State,Utah,Utah,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,26.5
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,20.9
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,23.8
Symptoms of Anxiety Disorder,By State,Washington,Washington,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,24.8
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,32.7
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,20.7
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,21.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,45.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,37.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,33.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,22.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,16.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,9.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,27.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,33
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,35.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,34.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,22.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,45.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,29.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,32
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,34.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,30.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,25
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,34
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,33.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,24.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,29.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,29.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,30.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,32.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,25.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,33.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,36.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,27.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,27.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,25.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,26.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,25.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,33.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,21
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,35.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,30.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,25.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,26.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,38.6
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,29
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,30
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,23.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,31.7
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,29.8
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,23
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,28.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,29
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,37.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,22.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3.1,32,"Jun 9 - Jun 21, 2021",09-06-2021,21-06-2021,26.1
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.1,33,"Jun 23 - Jul 5, 2021",23-06-2021,05-07-2021,37.3
